,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,brand,model
892,Delhi,2012,52000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,Maruti,Swift
894,Hyderabad,2008,131000,Diesel,Manual,First,10.5,2609.0,120.0,7.0,Mahindra,Scorpio
895,Kochi,2015,42076,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,Mercedes-Benz,E-Class
896,Mumbai,2012,76000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,Toyota,Fortuner
897,Bangalore,2016,20487,Petrol,Manual,First,22.7,799.0,53.64,5.0,Datsun,redi-GO
898,Delhi,2010,43000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,Honda,City
899,Pune,2018,17000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,Toyota,Camry
900,Coimbatore,2016,60805,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City
901,Kochi,2012,58775,Diesel,Manual,First,19.33,1968.0,138.1,5.0,Volkswagen,Jetta
902,Hyderabad,2013,70181,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
903,Coimbatore,2016,85827,Diesel,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga
904,Jaipur,2016,58205,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,Mercedes-Benz,New
905,Mumbai,2008,91000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,Maruti,Swift
906,Pune,2012,74000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster
907,Hyderabad,2010,79324,Diesel,Manual,First,21.1,1248.0,73.9,5.0,Maruti,Ritz
908,Bangalore,2013,38623,Petrol,Manual,First,19.1,1197.0,85.8,5.0,Maruti,Swift
909,Coimbatore,2014,59923,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
910,Jaipur,2017,23360,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
911,Kochi,2003,61495,Petrol,Manual,Third,17.3,993.0,60.0,5.0,Maruti,Zen
912,Coimbatore,2012,56661,Petrol,Manual,First,15.1,1196.0,73.0,7.0,Maruti,Eeco
913,Coimbatore,2017,40318,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,Audi,Q5
914,Chennai,2014,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,Audi,Q3
915,Pune,2008,103000,Diesel,Automatic,Second,0.0,799.0,73.9,2.0,Smart,Fortwo
916,Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,Maruti,Swift
917,Mumbai,2013,20000,Diesel,Manual,First,14.07,1978.0,83.1,10.0,Tata,Sumo
918,Hyderabad,2016,76000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,BMW,X5
919,Mumbai,2015,30000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City
920,Delhi,2015,150000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,Tata,Indigo
921,Chennai,2014,28000,Petrol,Automatic,First,16.93,1197.0,103.6,5.0,Volkswagen,Vento
922,Bangalore,2015,74000,Petrol,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio
923,Delhi,2011,75000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,Toyota,Fortuner
924,Delhi,2010,76000,Petrol,Automatic,Second,11.3,2360.0,170.0,5.0,Mitsubishi,Outlander
925,Pune,2014,64889,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,Volkswagen,Jetta
926,Hyderabad,2010,10000,Petrol,Manual,First,9.0,3436.0,126.2,2.0,Porsche,Cayman
927,Kolkata,2015,43000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
928,Pune,2011,47490,Petrol,Manual,First,17.5,1198.0,75.0,5.0,Skoda,Fabia
929,Chennai,2015,80000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,Ford,EcoSport
930,Bangalore,2007,60000,Petrol,Manual,Second,18.2,1061.0,64.0,5.0,Maruti,Zen
931,Ahmedabad,2017,6006,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz
932,Kochi,2011,71703,Petrol,Automatic,First,14.74,1991.0,181.03,5.0,Mercedes-Benz,New
933,Hyderabad,2016,33000,Petrol,Manual,First,17.8,1198.0,86.7,5.0,Honda,Amaze
934,Kolkata,2012,60000,Diesel,Manual,First,23.59,1364.0,83.8,5.0,Toyota,Etios
935,Jaipur,2015,91000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,Renault,Duster
937,Kolkata,2011,43000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,Volkswagen,Polo
938,Coimbatore,2017,63770,Diesel,Manual,First,19.67,1582.0,126.2,5.0,Hyundai,Creta
939,Kolkata,2012,43510,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,Jaguar,XF
940,Mumbai,2017,52000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,Jeep,Compass
941,Kochi,2018,31427,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,Land,Rover
942,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,Maruti,Baleno
943,Ahmedabad,2016,56000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz
944,Jaipur,2007,76000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,Maruti,SX4
945,Coimbatore,2015,53615,Diesel,Manual,First,22.7,1582.0,126.24,5.0,Hyundai,Elantra
946,Bangalore,2013,132000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,Mitsubishi,Pajero
947,Pune,2017,14800,Petrol,Manual,First,17.0,1198.0,73.75,5.0,Volkswagen,Ameo
948,Hyderabad,2013,35433,Petrol,Manual,First,18.5,1197.0,85.8,5.0,Maruti,Ritz
949,Hyderabad,2013,82966,Diesel,Manual,First,16.8,1493.0,110.0,5.0,Hyundai,Verna
950,Jaipur,2014,96000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
951,Kochi,2017,39528,Diesel,Manual,First,25.32,1198.0,77.0,6.0,Mahindra,KUV
952,Coimbatore,2018,92056,Diesel,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova
953,Pune,2016,14930,Petrol,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
954,Mumbai,2016,38000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,Honda,Jazz
955,Delhi,2013,71000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20
956,Delhi,2012,71000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,Hyundai,i20
957,Pune,2015,50000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,Mercedes-Benz,New
958,Kochi,2016,48163,Petrol,Manual,First,19.1,1197.0,82.0,5.0,Hyundai,Xcent
959,Coimbatore,2017,19168,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
960,Kolkata,2016,26000,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
961,Kolkata,2014,37400,Petrol,Manual,First,18.2,1199.0,82.5,5.0,Chevrolet,Sail
962,Mumbai,2018,8682,Diesel,Automatic,First,0.0,1950.0,194.0,5.0,Mercedes-Benz,C-Class
963,Mumbai,2012,95000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,Skoda,Superb
964,Kolkata,2009,34000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,Audi,A4
965,Mumbai,2014,95000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,Toyota,Innova
966,Coimbatore,2017,13689,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,CLA
967,Jaipur,2008,84000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,Hyundai,i10
968,Kolkata,2008,47000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,Maruti,Swift
969,Ahmedabad,2015,60001,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,Skoda,Rapid
970,Hyderabad,2012,96000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,Maruti,Ritz
971,Jaipur,2004,47300,Petrol,Manual,Second,14.4,1599.0,94.0,5.0,Hyundai,Accent
972,Coimbatore,2014,28246,Petrol,Manual,Second,17.8,1198.0,86.7,5.0,Honda,Amaze
973,Delhi,2007,65000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon
974,Chennai,2013,68000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,Volkswagen,Polo
975,Kochi,2019,11209,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,Ford,Endeavour
976,Pune,2011,41980,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,Hyundai,i20
977,Bangalore,2012,65000,Diesel,Manual,First,25.44,936.0,57.6,5.0,Chevrolet,Beat
978,Kolkata,2010,38000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,Honda,Civic
979,Pune,2014,51000,Petrol,Manual,First,20.51,998.0,67.04,5.0,Maruti,Wagon
980,Kochi,2014,33855,Petrol,Manual,First,15.0,1598.0,103.6,5.0,Skoda,Rapid
981,Pune,2006,146000,Petrol,Manual,Second,15.4,1590.0,94.0,5.0,Maruti,Baleno
982,Bangalore,2015,47037,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,Ford,EcoSport
983,Ahmedabad,2010,58000,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,Hyundai,Accent
984,Mumbai,2012,61240,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,BMW,5
985,Chennai,2011,91211,Petrol,Manual,First,20.92,998.0,67.1,5.0,Maruti,Alto
986,Bangalore,2013,84000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,Audi,Q3
988,Bangalore,2005,67000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,Toyota,Corolla
989,Pune,2011,106976,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,Volvo,XC60
990,Kolkata,2016,27210,Diesel,Manual,First,27.3,1498.0,98.6,5.0,Honda,Jazz
991,Delhi,2017,26322,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz
992,Mumbai,2016,9107,Petrol,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift
993,Kochi,2015,63983,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,Mercedes-Benz,New
994,Chennai,2010,134000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,Maruti,Wagon
995,Pune,2015,11000,Petrol,Automatic,First,15.5,1595.0,120.7,5.0,Mercedes-Benz,A
996,Pune,2008,93000,Petrol,Manual,First,0.0,1086.0,62.0,5.0,Hyundai,Santro
997,Coimbatore,2017,24852,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,Maruti,Swift
998,Pune,2014,37632,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
999,Chennai,2013,55000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,Nissan,Sunny
1000,Hyderabad,2010,81448,Petrol,Manual,First,19.0,998.0,66.1,5.0,Maruti,A-Star
1001,Hyderabad,2018,1900,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
1002,Coimbatore,2012,54957,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,Hyundai,Verna
1003,Chennai,2008,55000,Petrol,Manual,Second,18.9,1061.0,67.0,5.0,Maruti,Wagon
1004,Kolkata,2013,21983,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,BMW,3
1005,Delhi,2013,76000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,BMW,5
1006,Jaipur,2016,65000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,Tata,Indigo
1007,Hyderabad,2015,26000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20
1008,Kochi,2019,11571,Petrol,Manual,First,16.8,796.0,34.2,8.0,Maruti,Omni
1009,Hyderabad,2014,81000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift
1010,Coimbatore,2019,23154,Diesel,Manual,First,23.0,1498.0,98.96,5.0,Ford,Ecosport
1011,Mumbai,2014,26856,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,Honda,Brio
1012,Chennai,2017,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova
1013,Bangalore,2008,176000,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,Mahindra,Scorpio
1014,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,Hyundai,i20
1015,Ahmedabad,2014,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
1016,Chennai,2014,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
1017,Coimbatore,2014,56658,Diesel,Manual,First,20.64,1498.0,108.5,5.0,Volkswagen,Vento
1018,Kochi,2019,18592,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift
1019,Pune,2010,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,Tata,Manza
1020,Kolkata,2012,82000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,Maruti,Swift
1021,Chennai,2013,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
1022,Pune,2009,138000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City
1023,Bangalore,2014,67000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,Hyundai,i20
1024,Coimbatore,2012,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
1025,Kochi,2014,52398,Diesel,Manual,First,25.44,936.0,57.6,5.0,Chevrolet,Beat
1026,Kochi,2014,36657,Petrol,Manual,First,16.2,995.0,62.1,5.0,Chevrolet,Spark
1027,Delhi,2011,77000,Diesel,Manual,Second,11.57,2179.0,138.1,7.0,Tata,New
1028,Delhi,2014,85000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,Mercedes-Benz,GL-Class
1029,Pune,2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,BMW,5
1030,Kochi,2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,Toyota,Fortuner
1031,Pune,2012,80000,Petrol,Automatic,First,11.25,1995.0,150.0,5.0,BMW,X1
1032,Kochi,2019,3102,Diesel,Manual,First,20.37,1461.0,108.45,5.0,Renault,Captur
1033,Coimbatore,2016,14656,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent
1034,Hyderabad,2010,105000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,BMW,3
1035,Hyderabad,2008,61000,Petrol,Automatic,Second,10.8,2497.0,215.0,5.0,BMW,5
1036,Pune,2010,85046,Petrol,Manual,Second,18.06,1198.0,75.0,5.0,Nissan,Micra
1037,Delhi,2014,48000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,Jaguar,XF
1038,Bangalore,2011,55000,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,Land,Rover
1039,Mumbai,2017,4000,Petrol,Automatic,First,16.0,1368.0,160.0,5.0,Jeep,Compass
1040,Delhi,2010,94000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,Honda,CR-V
1041,Coimbatore,2013,61110,Petrol,Manual,First,18.6,1197.0,85.8,5.0,Maruti,Swift
1042,Chennai,2016,80000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent
1043,Kochi,2015,43190,Diesel,Manual,First,19.01,1461.0,108.5,5.0,Nissan,Terrano
1044,Hyderabad,2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,Audi,A4
1045,Coimbatore,2016,44178,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
1046,Hyderabad,2015,84415,Diesel,Manual,First,12.99,2494.0,100.6,8.0,Toyota,Innova
1047,Kolkata,2015,35000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,Hyundai,i20
1048,Kolkata,2013,44000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,Ford,EcoSport
1049,Hyderabad,2012,67635,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
1050,Coimbatore,2018,18385,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,Ford,EcoSport
1051,Kolkata,2014,35000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,Volkswagen,Polo
1052,Mumbai,2010,49000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,Mercedes-Benz,New
1053,Hyderabad,2013,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
1054,Hyderabad,2017,23228,Petrol,Manual,First,14.4,1396.0,65.0,5.0,Tata,Indigo
1055,Delhi,2014,68462,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift
1056,Coimbatore,2016,74611,Diesel,Manual,First,25.1,1248.0,88.5,5.0,Maruti,S-Cross
1057,Pune,2014,90000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,Renault,Duster
1058,Delhi,2016,22000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
1059,Hyderabad,2010,58163,Petrol,Manual,First,0.0,1086.0,62.0,5.0,Hyundai,Santro
1060,Chennai,2011,109500,Diesel,Manual,Third,25.44,936.0,57.6,5.0,Chevrolet,Beat
1061,Delhi,2017,13363,Diesel,Manual,First,16.0,1997.0,140.0,7.0,Mahindra,XUV500
1062,Delhi,2012,51000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,Hyundai,i10
1063,Hyderabad,2007,103000,Diesel,Manual,First,13.93,2179.0,138.0,7.0,Tata,New
1064,Kolkata,2009,43002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
1065,Bangalore,2016,108000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,Toyota,Innova
1066,Jaipur,2010,82407,Diesel,Manual,First,17.5,1896.0,106.0,5.0,Skoda,Laura
1067,Kolkata,2013,29000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
1068,Pune,2012,225000,Diesel,Manual,Second,23.59,1364.0,74.0,5.0,Toyota,Etios
1069,Kolkata,2014,45000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,Maruti,Swift
1070,Kochi,2010,93401,Diesel,Manual,First,23.0,1396.0,90.0,5.0,Hyundai,i20
1071,Hyderabad,2017,95802,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,Ford,Figo
1072,Pune,2016,130000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,Maruti,Ertiga
1073,Ahmedabad,2013,67443,Diesel,Manual,First,20.77,1248.0,88.8,7.0,Maruti,Ertiga
1074,Kochi,2016,47681,Petrol,Automatic,First,16.8,1497.0,116.3,5.0,Honda,City
1075,Hyderabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,Maruti,Alto
1076,Hyderabad,2016,68000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,Ford,Endeavour
1077,Kochi,2019,34688,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
1078,Kolkata,2015,10512,Petrol,Automatic,First,8.6,2706.0,265.0,2.0,Porsche,Boxster
1079,Pune,2016,58000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
1080,Mumbai,2014,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,Tata,Zest
1081,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0,1197.0,80.0,5.0,Hyundai,i20
1082,Mumbai,2009,86000,Diesel,Manual,First,19.4,1422.0,70.0,5.0,Skoda,Fabia
1083,Kolkata,2015,45000,Diesel,Manual,First,21.43,1364.0,87.2,5.0,Toyota,Corolla
1084,Ahmedabad,2017,55000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,Volkswagen,Ameo
1085,Kochi,2016,36855,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,Hyundai,Creta
1086,Kochi,2013,46821,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
1087,Kolkata,2015,120000,Petrol,Manual,First,18.6,1199.0,76.8,5.0,Chevrolet,Beat
1088,Kolkata,2012,29000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,Jaguar,XF
1089,Mumbai,2014,40000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,Nissan,Terrano
1090,Delhi,2013,60000,Diesel,Automatic,Second,15.73,1968.0,174.33,5.0,Audi,Q3
1091,Mumbai,2011,64984,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,Hyundai,i10
1092,Pune,2015,73204,Petrol,Automatic,First,24.07,998.0,67.1,5.0,Maruti,Alto
1093,Bangalore,2014,50000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,Audi,Q7
1094,Kolkata,2017,35000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
1095,Hyderabad,2013,17729,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
1096,Chennai,2012,97000,Diesel,Manual,First,20.0,1497.0,115.0,5.0,Mahindra,XUV300
1097,Kochi,2014,89614,Diesel,Manual,First,22.0,1582.0,126.2,5.0,Hyundai,Verna
1098,Kolkata,2015,14000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
1099,Chennai,2012,50000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20
1100,Delhi,2014,62505,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
1101,Chennai,2011,248000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,Toyota,Innova
1102,Pune,2012,94900,Diesel,Manual,First,16.8,1493.0,110.0,5.0,Hyundai,Verna
1103,Delhi,2017,55000,Diesel,Manual,First,17.6,2179.0,153.86,7.0,Tata,Hexa
1104,Coimbatore,2015,53735,Diesel,Automatic,Second,12.07,2967.0,241.4,7.0,Audi,Q7
1105,Coimbatore,2008,53934,Petrol,Manual,Second,18.9,998.0,67.1,5.0,Maruti,Wagon
1106,Bangalore,2013,58500,Diesel,Automatic,Second,17.09,1995.0,218.0,5.0,BMW,5
1107,Kolkata,2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
1108,Mumbai,2016,24000,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto
1109,Mumbai,2016,52001,Petrol,Manual,First,17.01,1591.0,121.3,5.0,Hyundai,Verna
1110,Coimbatore,2018,9565,Petrol,Manual,First,23.84,1199.0,84.0,5.0,Tata,Tiago
1111,Pune,2013,32953,Petrol,Manual,First,18.6,1197.0,85.8,5.0,Maruti,Swift
1112,Jaipur,2014,18000,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
1113,Kochi,2018,20446,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,Mercedes-Benz,E-Class
1114,Hyderabad,2016,33016,Diesel,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20
1115,Chennai,2012,48000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,Toyota,Etios
1116,Coimbatore,2014,72022,Diesel,Manual,First,21.43,1364.0,87.2,5.0,Toyota,Corolla
1117,Ahmedabad,2014,34000,Diesel,Automatic,First,20.7,1496.0,113.98,5.0,Mini,Cooper
1118,Hyderabad,2014,69000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,Volkswagen,Polo
1119,Pune,2009,108000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,Skoda,Superb
1120,Hyderabad,2013,34700,Diesel,Automatic,First,10.0,2148.0,170.0,5.0,Mercedes-Benz,E-Class
1121,Pune,2015,79000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,Maruti,Swift
1122,Kochi,2016,58197,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City
1123,Pune,2008,66000,Petrol,Automatic,Second,8.45,2979.0,321.0,5.0,BMW,7
1124,Bangalore,2009,60000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,Hyundai,i10
1125,Kolkata,2014,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,Maruti,Swift
1126,Coimbatore,2018,45555,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City
1127,Coimbatore,2016,55137,Petrol,Manual,First,14.0,796.0,35.0,5.0,Maruti,Omni
1128,Jaipur,2014,93325,Diesel,Manual,Second,17.2,1968.0,138.1,5.0,Skoda,Superb
1129,Ahmedabad,2018,38000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,Maruti,Ertiga
1130,Kochi,2016,57738,Diesel,Manual,First,24.0,1120.0,70.0,5.0,Hyundai,Grand
1131,Jaipur,2017,38282,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz
1132,Delhi,2014,64000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,Mercedes-Benz,New
1133,Mumbai,2015,32000,Diesel,Manual,First,20.5,1248.0,91.72,5.0,Fiat,Avventura
1134,Bangalore,2010,83000,Petrol,Automatic,First,10.93,2497.0,204.0,5.0,Mercedes-Benz,E-Class
1136,Pune,2012,67200,Petrol,Manual,First,15.04,1598.0,103.6,5.0,Volkswagen,Vento
1137,Jaipur,2013,62655,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,BMW,3
1138,Bangalore,2015,16900,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,BMW,5
1139,Delhi,2017,8471,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
1140,Hyderabad,2016,69000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,Toyota,Innova
1141,Coimbatore,2017,30090,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,Renault,Duster
1142,Chennai,2011,120000,Diesel,Manual,First,18.0,1248.0,75.0,5.0,Tata,Indica
1143,Bangalore,2013,23000,Diesel,Manual,First,17.8,1248.0,185.0,5.0,Maruti,Swift
1144,Kochi,2016,35939,Petrol,Manual,First,12.3,1796.0,185.0,5.0,Mercedes-Benz,E-Class
1145,Coimbatore,2013,116694,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
1146,Mumbai,2016,40448,Diesel,Manual,First,15.96,2523.0,62.1,7.0,Mahindra,Bolero
1147,Coimbatore,2018,64456,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
1148,Pune,2014,52782,Diesel,Manual,First,20.5,1248.0,91.72,5.0,Fiat,Avventura
1149,Kochi,2016,51672,Petrol,Manual,First,19.5,1199.0,88.76,5.0,Honda,Amaze
1150,Mumbai,2015,56073,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,Skoda,Superb
1151,Bangalore,2011,65000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,Jaguar,XF
1152,Chennai,2013,79000,Petrol,Manual,First,18.9,998.0,67.1,5.0,Maruti,Wagon
1153,Kolkata,2007,43206,Petrol,Manual,First,17.0,1086.0,138.1,5.0,Hyundai,Santro
1154,Mumbai,2010,70200,Petrol,Automatic,First,14.53,1798.0,138.1,5.0,Toyota,Corolla
1155,Delhi,2016,42000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,Maruti,Swift
1156,Bangalore,2014,62000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,Volkswagen,Polo
1157,Hyderabad,2017,20000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
1158,Chennai,2011,80000,Diesel,Manual,Third,21.5,1248.0,88.8,5.0,Maruti,SX4
1159,Kochi,2018,50234,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
1160,Delhi,2016,50003,Petrol,Manual,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
1161,Ahmedabad,2018,1000,Petrol,Automatic,First,20.3,1199.0,84.0,5.0,Tata,Tigor
