,title,tags
300,Starship Troopers,"['adventure', 'action', 'thriller', 'sciencefiction', 'moon', 'asteroid', 'space marine', 'intelligence', 'buenos aires', 'space battle', 'dystopia', 'army', 'satire', 'spaceship', 'soldier', 'drill instructor', 'military', 'Set', 'in', 'the', 'future,', 'the', 'story', 'follows', 'a', 'young', 'soldier', 'named', 'Johnny', 'Rico', 'and', 'his', 'exploits', 'in', 'the', 'Mobile', 'Infantry.', ""Rico's"", 'military', 'career', 'progresses', 'from', 'recruit', 'to', 'non-commissioned', 'officer', 'and', 'finally', 'to', 'officer', 'against', 'the', 'backdrop', 'of', 'an', 'interstellar', 'war', 'between', 'mankind', 'and', 'an', 'arachnoid', 'species', 'known', 'as', '""the', 'Bugs"".', 'caspervandien', 'dinameyer', 'deniserichards', 'paulverhoeven']"
301,Cloud Atlas,"['drama', 'sciencefiction', 'clone', 'future', 'dystopia', 'ensemble cast', 'duringcreditsstinger', 'century', 'woman director', '1930s', 'A', 'set', 'of', 'six', 'nested', 'stories', 'spanning', 'time', 'between', 'the', '19th', 'century', 'and', 'a', 'distant', 'post-apocalyptic', 'future.', 'Cloud', 'Atlas', 'explores', 'how', 'the', 'actions', 'and', 'consequences', 'of', 'individual', 'lives', 'impact', 'one', 'another', 'throughout', 'the', 'past,', 'the', 'present', 'and', 'the', 'future.', 'Action,', 'mystery', 'and', 'romance', 'weave', 'through', 'the', 'story', 'as', 'one', 'soul', 'is', 'shaped', 'from', 'a', 'killer', 'into', 'a', 'hero', 'and', 'a', 'single', 'act', 'of', 'kindness', 'ripples', 'across', 'centuries', 'to', 'inspire', 'a', 'revolution', 'in', 'the', 'distant', 'future.', 'Based', 'on', 'the', 'award', 'winning', 'novel', 'by', 'David', 'Mitchell.', 'Directed', 'by', 'Tom', 'Tykwer', 'and', 'the', 'Wachowskis.', 'tomhanks', 'halleberry', 'jimbroadbent', 'tomtykwer', 'lillywachowski', 'lanawachowski']"
302,Legend of the Guardians: The Owls of Ga'Hoole,"['animation', 'adventure', 'family', 'fantasy', 'owl', 'Soren,', 'a', 'young', 'barn', 'owl,', 'is', 'kidnapped', 'by', 'owls', 'of', 'St.', ""Aggie's,"", 'ostensibly', 'an', 'orphanage,', 'where', 'owlets', 'are', 'brainwashed', 'into', 'becoming', 'soldiers.', 'He', 'and', 'his', 'new', 'friends', 'escape', 'to', 'the', 'island', 'of', ""Ga'Hoole,"", 'to', 'assist', 'its', 'noble,', 'wise', 'owls', 'who', 'fight', 'the', 'army', 'being', 'created', 'by', 'the', 'wicked', 'rulers', 'of', 'St.', ""Aggie's."", 'The', 'film', 'is', 'based', 'on', 'the', 'first', 'three', 'books', 'in', 'the', 'series.', 'emilybarclay', 'abbiecornish', 'essiedavis', 'zacksnyder']"
303,Catwoman,"['action', 'crime', 'white russian', 'sex', 'dc comics', 'beauty', 'sexism', 'basketball', 'superheroine', 'female protagonist', 'evil corporation', 'catwoman', 'masked superhero', 'cat lady', 'Liquidated', 'after', 'discovering', 'a', 'corporate', 'conspiracy,', 'mild-mannered', 'graphic', 'artist', 'Patience', 'Phillips', 'washes', 'up', 'on', 'an', 'island,', 'where', ""she's"", 'resurrected', 'and', 'endowed', 'with', 'the', 'prowess', 'of', 'a', 'cat', '--', 'and', ""she's"", 'eager', 'to', 'use', 'her', 'new', 'skills', '...', 'as', 'a', 'vigilante.', 'Before', 'you', 'can', 'say', '""cat', 'and', 'mouse,""', 'handsome', 'gumshoe', 'Tom', 'Lone', 'is', 'on', 'her', 'tail.', 'halleberry', 'benjaminbratt', 'sharonstone', 'pitof']"
304,Hercules,"['action', 'adventure', 'mercenary', 'battle', 'ancient greece', 'hercules', 'warrior', 'sagen', 'Fourteen', 'hundred', 'years', 'ago,', 'a', 'tormented', 'soul', 'walked', 'the', 'earth', 'that', 'was', 'neither', 'man', 'nor', 'god.', 'Hercules', 'was', 'the', 'powerful', 'son', 'of', 'the', 'god', 'king', 'Zeus,', 'for', 'this', 'he', 'received', 'nothing', 'but', 'suffering', 'his', 'entire', 'life.', 'After', 'twelve', 'arduous', 'labors', 'and', 'the', 'loss', 'of', 'his', 'family,', 'this', 'dark,', 'world-weary', 'soul', 'turned', 'his', 'back', 'on', 'the', 'gods', 'finding', 'his', 'only', 'solace', 'in', 'bloody', 'battle.', 'Over', 'the', 'years', 'he', 'warmed', 'to', 'the', 'company', 'of', 'six', 'similar', 'souls,', 'their', 'only', 'bond', 'being', 'their', 'love', 'of', 'fighting', 'and', 'presence', 'of', 'death.', 'These', 'men', 'and', 'woman', 'never', 'question', 'where', 'they', 'go', 'to', 'fight', 'or', 'why', 'or', 'whom,', 'just', 'how', 'much', 'they', 'will', 'be', 'paid.', 'Now', 'the', 'King', 'of', 'Thrace', 'has', 'hired', 'these', 'mercenaries', 'to', 'train', 'his', 'men', 'to', 'become', 'the', 'greatest', 'army', 'of', 'all', 'time.', 'It', 'is', 'time', 'for', 'this', 'bunch', 'of', 'lost', 'souls', 'to', 'finally', 'have', 'their', 'eyes', 'opened', 'to', 'how', 'far', 'they', 'have', 'fallen', 'when', 'they', 'must', 'train', 'an', 'army', 'to', 'become', 'as', 'ruthless', 'and', 'blood', 'thirsty', 'as', 'their', 'reputation', 'has', 'become.', 'dwaynejohnson', 'ianmcshane', 'johnhurt', 'brettratner']"
305,Treasure Planet,"['adventure', 'animation', 'family', 'fantasy', 'sciencefiction', 'cyborg', 'based on novel', 'space marine', 'mutiny', 'loss of father', 'map', 'pirate gang', 'treasure hunt', 'little boy', 'space', 'alien', 'animation', 'money', 'treasure map', 'planet', 'troubled teen', 'space pirate', 'When', 'space', 'galleon', 'cabin', 'boy', 'Jim', 'Hawkins', 'discovers', 'a', 'map', 'to', 'an', 'intergalactic', '""loot', 'of', 'a', 'thousand', 'worlds,""', 'a', 'cyborg', 'cook', 'named', 'John', 'Silver', 'teaches', 'him', 'to', 'battle', 'supernovas', 'and', 'space', 'storms.', 'But,', 'soon,', 'Jim', 'realizes', 'Silver', 'is', 'a', 'pirate', 'intent', 'on', 'mutiny!', 'josephgordon-levitt', 'brianmurray', 'davidhydepierce', 'ronclements', 'johnmusker']"
306,Land of the Lost,"['adventure', 'comedy', 'sciencefiction', 'alien life-form', 'dinosaur', 'primate', 'duringcreditsstinger', 'On', 'his', 'latest', 'expedition,', 'Dr.', 'Rick', 'Marshall', 'is', 'sucked', 'into', 'a', 'space-time', 'vortex', 'alongside', 'his', 'research', 'assistant', 'and', 'a', 'redneck', 'survivalist.', 'In', 'this', 'alternate', 'universe,', 'the', 'trio', 'make', 'friends', 'with', 'a', 'primate', 'named', 'Chaka,', 'their', 'only', 'ally', 'in', 'a', 'world', 'full', 'of', 'dinosaurs', 'and', 'other', 'fantastic', 'creatures.', 'willferrell', 'annafriel', 'dannymcbride', 'bradsilberling']"
307,The Expendables 3,"['action', 'adventure', 'thriller', 'cia', 'arms dealer', 'sequel', 'rescue mission', 'hospital', 'battle', 'sledgehammer', 'revolver', 'Barney,', 'Christmas', 'and', 'the', 'rest', 'of', 'the', 'team', 'comes', 'face-to-face', 'with', 'Conrad', 'Stonebanks,', 'who', 'years', 'ago', 'co-founded', 'The', 'Expendables', 'with', 'Barney.', 'Stonebanks', 'subsequently', 'became', 'a', 'ruthless', 'arms', 'trader', 'and', 'someone', 'who', 'Barney', 'was', 'forced', 'to', 'kill…', 'or', 'so', 'he', 'thought.', 'Stonebanks,', 'who', 'eluded', 'death', 'once', 'before,', 'now', 'is', 'making', 'it', 'his', 'mission', 'to', 'end', 'The', 'Expendables', '--', 'but', 'Barney', 'has', 'other', 'plans.', 'Barney', 'decides', 'that', 'he', 'has', 'to', 'fight', 'old', 'blood', 'with', 'new', 'blood,', 'and', 'brings', 'in', 'a', 'new', 'era', 'of', 'Expendables', 'team', 'members,', 'recruiting', 'individuals', 'who', 'are', 'younger,', 'faster', 'and', 'more', 'tech-savvy.', 'The', 'latest', 'mission', 'becomes', 'a', 'clash', 'of', 'classic', 'old-school', 'style', 'versus', 'high-tech', 'expertise', 'in', 'the', 'Expendables’', 'most', 'personal', 'battle', 'yet.', 'sylvesterstallone', 'jasonstatham', 'harrisonford', 'patrickhughes']"
308,Point Break,"['action', 'crime', 'thriller', 'undercover', 'undercover agent', 'extreme sports', 'fbi agent', '3d', 'A', 'young', 'undercover', 'FBI', 'agent', 'infiltrates', 'a', 'gang', 'of', 'thieves', 'who', 'share', 'a', 'common', 'interest', 'in', 'extreme', 'sports.', 'A', 'remake', 'of', 'the', '1991', 'film,', '""Point', 'Break"".', 'edgarramírez', 'lukebracey', 'teresapalmer', 'ericsoncore']"
309,Son of the Mask,"['fantasy', 'comedy', 'family', 'adventure', 'baby', 'mask', 'viking', 'Tim', 'Avery,', 'an', 'aspiring', 'cartoonist,', 'finds', 'himself', 'in', 'a', 'predicament', 'when', 'his', 'dog', 'stumbles', 'upon', 'the', 'mask', 'of', 'Loki.', 'Then', 'after', 'conceiving', 'an', 'infant', 'son', '""born', 'of', 'the', 'mask"",', 'he', 'discovers', 'just', 'how', 'looney', 'child', 'raising', 'can', 'be.', 'jamiekennedy', 'alancumming', 'traylorhoward', 'lawrenceguterman']"
310,In the Heart of the Sea,"['thriller', 'drama', 'adventure', 'action', 'history', 'suicide', 'ocean', 'sea', 'hunger', 'shipwreck', 'ship', 'whale', 'based on true story', 'stranded', 'survival', 'whaling', 'death', 'new england', 'lost at sea', 'based on true events', 'whaling ship', 'starvation', '19th century', 'cannibalism', 'reference to moby dick', 'whale oil', 'nantucket', 'In', 'the', 'winter', 'of', '1820,', 'the', 'New', 'England', 'whaling', 'ship', 'Essex', 'was', 'assaulted', 'by', 'something', 'no', 'one', 'could', 'believe:', 'a', 'whale', 'of', 'mammoth', 'size', 'and', 'will,', 'and', 'an', 'almost', 'human', 'sense', 'of', 'vengeance.', 'The', 'real-life', 'maritime', 'disaster', 'would', 'inspire', 'Herman', 'Melville’s', 'Moby', 'Dick.', 'But', 'that', 'told', 'only', 'half', 'the', 'story.', '“Heart', 'of', 'the', 'Sea”', 'reveals', 'the', 'encounter’s', 'harrowing', 'aftermath,', 'as', 'the', 'ship’s', 'surviving', 'crew', 'is', 'pushed', 'to', 'their', 'limits', 'and', 'forced', 'to', 'do', 'the', 'unthinkable', 'to', 'stay', 'alive.', 'Braving', 'storms,', 'starvation,', 'panic', 'and', 'despair,', 'the', 'men', 'will', 'call', 'into', 'question', 'their', 'deepest', 'beliefs,', 'from', 'the', 'value', 'of', 'their', 'lives', 'to', 'the', 'morality', 'of', 'their', 'trade,', 'as', 'their', 'captain', 'searches', 'for', 'direction', 'on', 'the', 'open', 'sea', 'and', 'his', 'first', 'mate', 'still', 'seeks', 'to', 'bring', 'the', 'great', 'whale', 'down.', 'chrishemsworth', 'benjaminwalker', 'cillianmurphy', 'ronhoward']"
311,The Adventures of Pluto Nash,"['action', 'comedy', 'sciencefiction', 'moon', 'casino', 'bar', 'nightclub', 'future', 'mafia boss', 'laser gun', 'The', 'year', 'is', '2087,', 'the', 'setting', 'is', 'the', 'moon.', 'Pluto', 'Nash,', 'the', 'high-flying', 'successful', 'owner', 'of', 'the', 'hottest', 'nightclub', 'in', 'the', 'universe,', 'finds', 'himself', 'in', 'trouble', 'when', 'he', 'refuses', 'to', 'sell', 'his', 'club', 'to', 'lunar', 'gangster', 'Mogan,', 'who', 'just', 'happens', 'to', 'be', 'helping', 'the', 'mysterious', 'Rex', 'Crater', 'mastermind', 'a', 'plan', 'to', 'take', 'over', 'the', 'entire', 'moon.', 'eddiemurphy', 'randyquaid', 'rosariodawson', 'ronunderwood']"
312,Green Zone,"['war', 'action', 'adventure', 'drama', 'thriller', 'weapon of mass destruction', 'baghdad', 'iraqi\xa0', 'During', 'the', 'U.S.-led', 'occupation', 'of', 'Baghdad', 'in', '2003,', 'Chief', 'Warrant', 'Officer', 'Roy', 'Miller', 'and', 'his', 'team', 'of', 'Army', 'inspectors', 'were', 'dispatched', 'to', 'find', 'weapons', 'of', 'mass', 'destruction', 'believed', 'to', 'be', 'stockpiled', 'in', 'the', 'Iraqi', 'desert.', 'Rocketing', 'from', 'one', 'booby-trapped', 'and', 'treacherous', 'site', 'to', 'the', 'next,', 'the', 'men', 'search', 'for', 'deadly', 'chemical', 'agents', 'but', 'stumble', 'instead', 'upon', 'an', 'elaborate', 'cover-up', 'that', 'threatens', 'to', 'invert', 'the', 'purpose', 'of', 'their', 'mission.', 'mattdamon', 'gregkinnear', 'brendangleeson', 'paulgreengrass']"
313,The Peanuts Movie,"['animation', 'based on comic strip', 'family', '3d', 'charlie brown', 'snoopy', 'Snoopy', 'embarks', 'upon', 'his', 'greatest', 'mission', 'as', 'he', 'and', 'his', 'team', 'take', 'to', 'the', 'skies', 'to', 'pursue', 'their', 'arch-nemesis,', 'while', 'his', 'best', 'pal', 'Charlie', 'Brown', 'begins', 'his', 'own', 'epic', 'quest', 'back', 'home.', 'noahschnapp', 'billmelendez', 'venusschultheis', 'stevemartino']"
314,The Spanish Prisoner,"['crime', 'drama', 'mystery', 'thriller', 'dialogue', 'confidence', 'invention', 'independent film', 'An', 'employee', 'of', 'a', 'corporation', 'with', 'a', 'lucrative', 'secret', 'process', 'is', 'tempted', 'to', 'betray', 'it.', 'But', ""there's"", 'more', 'to', 'it', 'than', 'that.', 'stevemartin', 'campbellscott', 'bengazzara', 'davidmamet']"
315,The Mummy Returns,"['adventure', 'action', 'fantasy', 'son', 'ancient egypt', 'bracelet', 'Rick', 'and', 'Evelyn', ""O'Connell,"", 'along', 'with', 'their', '8', 'year', 'old', 'son', 'Alex,', 'discover', 'the', 'key', 'to', 'the', 'legendary', 'Scorpion', ""King's"", 'might,', 'the', 'fabled', 'Bracelet', 'of', 'Anubis.', 'Unfortunately,', 'a', 'newly', 'resurrected', 'Imhotep', 'has', 'designs', 'on', 'the', 'bracelet', 'as', 'well,', 'and', ""isn't"", 'above', 'kidnapping', 'its', 'new', 'bearer,', 'Alex,', 'to', 'gain', 'control', 'of', ""Anubis'"", 'otherworldly', 'army.', 'brendanfraser', 'rachelweisz', 'johnhannah', 'stephensommers']"
316,Gangs of New York,"['drama', 'history', 'crime', 'fire', 'irish-american', 'immigrant', 'gang war', 'pickpocket', 'ship', 'gang of thieves', 'butcher', 'pig', 'army', 'rescue', 'gang', ""It's"", '1863.', 'America', 'was', 'born', 'in', 'the', 'streets.', 'Amsterdam', 'Vallon', 'returns', 'to', 'the', 'Five', 'Points', 'of', 'America', 'to', 'seek', 'vengeance', 'against', 'the', 'psychotic', 'gangland', 'kingpin,', 'Bill', 'the', 'Butcher,', 'who', 'murdered', 'his', 'father', 'years', 'earlier.', 'With', 'an', 'eager', 'pickpocket', 'by', 'his', 'side', 'and', 'a', 'whole', 'new', 'army,', 'Vallon', 'fights', 'his', 'way', 'to', 'seek', 'vengeance', 'on', 'the', 'Butcher', 'and', 'restore', 'peace', 'in', 'the', 'area.', 'leonardodicaprio', 'danielday-lewis', 'camerondiaz', 'martinscorsese']"
317,The Flowers of War,"['drama', 'history', 'war', 'forced prostitution', 'child rape', 'A', 'Westerner', 'finds', 'refuge', 'with', 'a', 'group', 'of', 'women', 'in', 'a', 'church', 'during', ""Japan's"", 'rape', 'of', 'Nanking', 'in', '1937.', 'Posing', 'as', 'a', 'priest,', 'he', 'attempts', 'to', 'lead', 'the', 'women', 'to', 'safety.', 'christianbale', 'nini', 'tongdawei', 'zhangyimou']"
318,Surf's Up,"['animation', 'comedy', 'family', 'sea', 'world cup', 'surfer', 'wave', 'surfboard', 'giant wave', 'world champion', 'idol', 'mockumentary', 'Cody', 'is', 'a', 'surfing', 'penguin', 'from', 'Shiverpool', 'who', 'dreams', 'of', 'making', 'it', 'big', 'and', 'being', 'like', 'his', 'idol', 'Big', 'Z.', 'On', 'his', 'journey', 'he', 'discovers', 'his', 'talents', 'are', 'not', 'all', 'he', 'thinks', 'they', 'are', 'and', 'he', 'must', 'learn', 'to', 'accept', 'that', 'their', 'is', 'more', 'to', 'surfing', 'than', 'fame', 'and', 'fortune.', ""Surf's"", 'Up', 'is', 'a', '2007', 'American', 'computer-animated', 'mockumentary', 'film', 'produced', 'by', 'Sony', 'Pictures', 'Animation', 'and', 'distributed', 'by', 'Columbia', 'Pictures', 'and', 'ImageWorks', 'Studios.', 'It', 'stars', 'the', 'voices', 'of', 'Shia', 'LaBeouf,', 'Jeff', 'Bridges,', 'Zooey', 'Deschanel,', 'Jon', 'Heder', 'among', 'others.', 'shialabeouf', 'jeffbridges', 'zooeydeschanel', 'ashbrannon', 'chrisbuck']"
319,The Stepford Wives,"['action', 'comedy', 'sciencefiction', 'android', 'housewife', 'transformation', 'What', 'does', 'it', 'take', 'to', 'become', 'a', 'Stepford', 'wife,', 'a', 'woman', 'perfect', 'beyond', 'belief?', 'Ask', 'the', 'Stepford', 'husbands,', ""who've"", 'created', 'this', 'high-tech,', 'terrifying', 'little', 'town.', 'nicolekidman', 'matthewbroderick', 'bettemidler', 'frankoz']"
320,Black Hawk Down,"['action', 'history', 'war', 'prisoners of war', 'wound', 'somalia', 'warlord', 'famine', 'delta force', 'rescue operation', 'When', 'U.S.', 'Rangers', 'and', 'an', 'elite', 'Delta', 'Force', 'team', 'attempt', 'to', 'kidnap', 'two', 'underlings', 'of', 'a', 'Somali', 'warlord,', 'their', 'Black', 'Hawk', 'helicopters', 'are', 'shot', 'down,', 'and', 'the', 'Americans', 'suffer', 'heavy', 'casualties,', 'facing', 'intense', 'fighting', 'from', 'the', 'militia', 'on', 'the', 'ground.', 'joshhartnett', 'ewanmcgregor', 'jasonisaacs', 'ridleyscott']"
321,The Campaign,"['comedy', 'politics', 'politician', 'election campaign', '\xa0north carolinam', 'congressman', 'political candidate', 'moustache', 'political corruption', 'campaign manager', 'campaign finance', 'Two', 'rival', 'politicians', 'compete', 'to', 'win', 'an', 'election', 'to', 'represent', 'their', 'small', 'North', 'Carolina', 'congressional', 'district', 'in', 'the', 'United', 'States', 'House', 'of', 'Representatives.', 'willferrell', 'zachgalifianakis', 'dylanmcdermott', 'jayroach']"
322,The Fifth Element,"['adventure', 'fantasy', 'action', 'thriller', 'sciencefiction', 'clone', 'taxi', 'cyborg', 'egypt', 'future', 'stowaway', 'space travel', 'race against time', 'arms dealer', 'love', 'alien', 'priest', 'end of the world', 'good vs evil', 'shootout', 'police chase', 'cab driver', 'new york city', 'space opera', 'military', 'opera singer', 'resort hotel', 'ancient astronaut', 'archeologist', 'ancient evil', 'cruise liner', 'In', '2257,', 'a', 'taxi', 'driver', 'is', 'unintentionally', 'given', 'the', 'task', 'of', 'saving', 'a', 'young', 'girl', 'who', 'is', 'part', 'of', 'the', 'key', 'that', 'will', 'ensure', 'the', 'survival', 'of', 'humanity.', 'brucewillis', 'garyoldman', 'ianholm', 'lucbesson']"
323,Sex and the City 2,"['comedy', 'drama', 'romance', 'Carrie,', 'Charlotte,', 'and', 'Miranda', 'are', 'all', 'married', 'now,', 'but', ""they're"", 'still', 'up', 'for', 'a', 'little', 'fun', 'in', 'the', 'sun.', 'When', 'Samantha', 'gets', 'the', 'chance', 'to', 'visit', 'one', 'of', 'the', 'most', 'extravagant', 'vacation', 'destinations', 'on', 'the', 'planet', 'and', 'offers', 'to', 'bring', 'them', 'all', 'along,', 'they', 'surmise', 'that', 'a', 'women-only', 'retreat', 'may', 'be', 'the', 'perfect', 'excuse', 'to', 'eschew', 'their', 'responsibilities', 'and', 'remember', 'what', 'life', 'was', 'like', 'before', 'they', 'decided', 'to', 'settle', 'down.', 'sarahjessicaparker', 'kristindavis', 'cynthianixon', 'michaelpatrickking']"
324,The Road to El Dorado,"['adventure', 'animation', 'comedy', 'family', 'gold', 'horse', 'sword fight', 'After', 'a', 'failed', 'swindle,', 'two', 'con-men', 'end', 'up', 'with', 'a', 'map', 'to', 'El', 'Dorado,', 'the', 'fabled', '""city', 'of', 'gold,""', 'and', 'an', 'unintended', 'trip', 'to', 'the', 'New', 'World.', 'Much', 'to', 'their', 'surprise,', 'the', 'map', 'does', 'lead', 'the', 'pair', 'to', 'the', 'mythical', 'city,', 'where', 'the', 'startled', 'inhabitants', 'promptly', 'begin', 'to', 'worship', 'them', 'as', 'gods.', 'The', 'only', 'question', 'is,', 'do', 'they', 'take', 'the', 'worshipful', 'natives', 'for', 'all', ""they're"", 'worth,', 'or', 'is', 'there', 'a', 'bit', 'more', 'to', 'El', 'Dorado', 'than', 'riches?', 'kennethbranagh', 'kevinkline', 'rosieperez', 'donmichaelpaul', 'bibobergeron']"
